Tmod,Tmod2
0.330351310024908,-0.976476782315544
0.241494392950268,-0.976321874006261
0.127069781327028,-0.976166463418552
0.0148452222714277,-0.976010550632368
0,-0.975854135727921
0,-0.97569721878568
0,-0.975539799886372
0,-0.975381879110983
0,-0.975223456540756
0,-0.975064532257195
0,-0.974905106342058
0,-0.974745178877365
0,-0.974584749945392
0,-0.974423819628672
0,-0.974262388009998
0,-0.97410045517242
0,-0.973938021199247
0.000572080673262949,-0.973775086174043
0.0794499456289959,-0.973611650180633
0.201760938151226,-0.973447713303097
0.301634952689333,-0.973283275625774
0.37067520497641,-0.973118337233262
0.400700975356994,-0.972952898210414
0.387412027519016,-0.972786958642342
0.332770875065203,-0.972620518614415
0.243927863420831,-0.972453578212261
0.129425692074316,-0.972286137521762
0.0159332959819552,-0.972118196629061
0,-0.971949755620557
0,-0.971780814582905
0,-0.97161137360302
0,-0.971441432768071
0,-0.971270992165486
0,-0.97110005188295
0,-0.970928612008406
0,-0.970756672630052
0,-0.970584233836343
0,-0.970411295715994
0,-0.970237858357973
0,-0.970063921851507
0,-0.96988948628608
0.000637859968222876,-0.969714551751431
0.0802627989825019,-0.969539118337557
0.202895103248332,-0.969363186134713
0.303105019592652,-0.969186755233407
0.37252202110793,-0.969009825724406
0.402883598246844,-0.968832397698734
0.389817513457231,-0.968654471247671
0.335269191459768,-0.968476046462751
0.246386759741188,-0.968297123435769
0.131846397027554,-0.968117702258771
0.0170885328859981,-0.967937783024064
0,-0.967757365824209
0,-0.967576450752022
0,-0.967395037900578
0,-0.967213127363206
0,-0.967030719233492
0,-0.966847813605277
0,-0.96666441057266
0,-0.966480510229993
0,-0.966296112671886
0,-0.966111217993204
0,-0.965925826289068
0,-0.965739937654855
0,-0.965553552186196
0.000719775014694227,-0.96536666997898
0.0811528571447633,-0.965179291129351
0.20407644828523,-0.964991415733706
0.304703904303288,-0.9648030438887
0.374448373509361,-0.964614175691244
0.405145463148824,-0.964424811238501
0.392286592449951,-0.964234950627893
0.337845708539311,-0.964044593957096
0.248905974036342,-0.963853741324039
0.134271581004282,-0.96366239282691
0.0183135367252903,-0.963470548564149
0,-0.963278208634452
0,-0.963085373136771
0,-0.962892042170312
0,-0.962698215834535
0,-0.962503894229157
0,-0.962309077454149
0,-0.962113765609735
0,-0.961917958796396
0,-0.961721657114866
0,-0.961524860666135
0,-0.961327569551447
0,-0.961129783872301
0,-0.960931503730448
0.000797806027750552,-0.960732729227896
0.0821478961658975,-0.960533460466907
0.205392982990443,-0.960333697549997
0.306324321026299,-0.960133440579934
0.376483338833873,-0.959932689659745
0.407496667486358,-0.959731444892706
0.394851798917955,-0.95952970638235
0.340451090843114,-0.959327474232464
0.251467206344157,-0.959124748547088
0.136795889753951,-0.958921529430516
0.0195622030397038,-0.958717816987296
0,-0.958513611322231
0,-0.958308912540375
0,-0.958103720747038
0,-0.957898036047783
0,-0.957691858548427
0,-0.957485188355039
0,-0.957278025573943
0,-0.957070370311717
0,-0.956862222675189
0,-0.956653582771445
0,-0.95644445070782
0,-0.956234826591906
0,-0.956024710531544
0.000902733287333245,-0.955814102634831
0.0832192096579926,-0.955603003010118
0.20677214582375,-0.955391411766005
0.308056901454401,-0.955179329011348
0.378596712841749,-0.954966754855255
0.409929224178035,-0.954753689407088
0.397479760966331,-0.954540132776459
0.343133499468839,-0.954326085073235
0.254098723558977,-0.954111546407535
0.139313134039001,-0.953896516889731
0.0208825123151096,-0.953680996630446
0,-0.953464985740557
0,-0.953248484331193
0,-0.953031492513735
0,-0.952814010399818
0,-0.952596038101326
0,-0.952377575730397
0,-0.952158623399423
0,-0.951939181221044
0,-0.951719249308156
0,-0.951498827773904
0,-0.951277916731687
0,-0.951056516295154
0,-0.950834626578206
0.00101681248597019,-0.950612247694998
0.0843462931268035,-0.950389379759934
0.208213147595742,-0.950166022887671
0.30991652764535,-0.949942177193117
0.380786102676839,-0.949717842791432
0.412442364637722,-0.949493019798026
0.400166984724058,-0.949267708328562
0.3458891496039,-0.949041908498955
0.256799935770509,-0.948815620425368
0.141834490537078,-0.948588844224218
0.0222513225542927,-0.948361580012172
0,-0.948133827906148
0,-0.947905588023316
0,-0.947676860481097
0,-0.94744764539716
0,-0.947217942889429
0,-0.946987753076075
0,-0.946757076075523
0,-0.946525912006446
0,-0.946294260987769
0,-0.946062123138668
0,-0.945829498578567
0,-0.945596387427143
0,-0.945362789804322
0.00115561400264581,-0.94512870583028
0.085616946493463,-0.944894135625445
0.209758965867006,-0.944659079310494
0.311798043261144,-0.944423537006353
0.383085896635917,-0.944187508834199
0.415042928648461,-0.943950994915461
0.402956036601342,-0.943713995371813
0.348678006791592,-0.943476510325184
0.259501168966649,-0.94323853989775
0.144472654805922,-0.943000084211937
0.0236943134548374,-0.942761143390421
0,-0.942521717556127
0,-0.94228180683223
0,-0.942041411342156
0,-0.941800531209577
0,-0.941559166558416
0,-0.941317317512847
0,-0.941074984197291
0,-0.940832166736418
0,-0.940588865255149
0,-0.940345079878652
0,-0.940100810732345
0,-0.939856057941896
0,-0.939610821633218
0.00131213400163341,-0.939365101932477
0.0869423638339717,-0.939118898966085
0.211367679519539,-0.938872212860704
0.313800979887657,-0.938625043743244
0.385460439515852,-0.938377391740864
0.417722091040953,-0.938129256980971
0.405801677228456,-0.93788063959122
0.35153869850352,-0.937631539699514
0.262270688665923,-0.937381957434006
0.147111181319068,-0.937131892923096
0.0251873086485292,-0.936881346295431
0,-0.936630317679909
0,-0.936378807205673
0,-0.936126815002115
0,-0.935874341198875
0,-0.935621385925841
0,-0.935367949313148
0,-0.935114031491179
0,-0.934859632590565
0,-0.934604752742183
0,-0.93434939207716
0,-0.934093550726867
0,-0.933837228822925
0,-0.933580426497202
0.00148335071169123,-0.933323143881811
0.0883218351962199,-0.933065381109115
0.213122328288709,-0.932807138311722
0.315870764407036,-0.932548415622487
0.387908829149138,-0.932289213174513
0.420478693940449,-0.93202953110115
0.408717425614949,-0.931769369535993
0.354473640213039,-0.931508728612885
0.265107815711699,-0.931247608465915
0.149729368693121,-0.930986009229419
0.0267416492080428,-0.930723931037979
0,-0.930461374026425
0,-0.930198338329831
0,-0.929934824083518
0,-0.929670831423054
0,-0.929406360484253
0,-0.929141411403174
0,-0.928875984316123
0,-0.928610079359652
0,-0.928343696670558
0,-0.928076836385883
0,-0.927809498642918
0,-0.927541683579197
0,-0.927273391332499
0.00168859644039388,-0.92700462204085
0.0897655012273777,-0.926735375842522
0.214887112926125,-0.926465652876031
0.318066040931439,-0.926195453280138
0.390464545028514,-0.92592477719385
0.423313840522119,-0.925653624756419
0.411705377819155,-0.925381996107343
0.357433153511186,-0.925109891386362
0.26796018945768,-0.924837310733466
0.152482286312407,-0.924564254288884
0.0283507489544561,-0.924290722193093
0,-0.924016714586816
0,-0.923742231611017
0,-0.923467273406908
0,-0.923191840115943
0,-0.922915931879822
0,-0.922639548840488
0,-0.922362691140129
0,-0.922085358921178
0,-0.92180755232631
0,-0.921529271498447
0,-0.921250516580753
0,-0.920971287716635
0,-0.920691585049745
0.00189986866381514,-0.920411408723981
0.0913292629771398,-0.92013075888348
0.216780233065008,-0.919849635672626
0.320326796536542,-0.919568039236047
0.393079813247722,-0.91928596971861
0.426233164179983,-0.919003427265432
0.414761905286096,-0.918720412021867
0.360465281115779,-0.918436924133516
0.270878903046947,-0.918152963746222
0.15521085850068,-0.917868531006072
0.0300222920450345,-0.917583626059394
0,-0.917298249052761
0,-0.917012400132987
0,-0.916726079447131
0,-0.916439287142494
0,-0.916152023366617
0,-0.915864288267287
0,-0.915576081992532
0,-0.915287404690623
0,-0.914998256510073
0,-0.914708637599636
0,-0.91441854810831
0,-0.914127988185334
0,-0.91383695798019
0.00216002781501283,-0.913545457642601
0.092967015894032,-0.913253487322532
0.218731020506957,-0.912961047170191
0.322652066795808,-0.912668137336026
0.395796985566443,-0.912374757970727
0.4292351139211,-0.912080909225227
0.41789463600032,-0.911786591250698
0.363569208593406,-0.911491804198556
0.273809062220143,-0.911196548220457
0.157941924025366,-0.910900823468297
0.0317748979834917,-0.910604630094216
0,-0.910307968250593
0,-0.910010838090049
0,-0.909713239765445
0,-0.909415173429884
0,-0.909116639236709
0,-0.908817637339503
0,-0.908518167892091
0,-0.908218231048539
0,-0.907917826963151
0,-0.907616955790474
0,-0.907315617685293
0,-0.907013812802636
0,-0.906711541297768
0.00243616782117094,-0.906408803326196
0.0947240322612955,-0.906105599043666
0.220816273518759,-0.905801928606166
0.325065332774347,-0.905497792169921
0.398568669341799,-0.905193189891398
0.43230701396663,-0.904888121927301
0.421080231718304,-0.904582588434576
0.366698951852177,-0.904276589570408
0.276839353421876,-0.903970125492222
0.160759152526432,-0.903663196357679
0.033547233864539,-0.903355802324684
0,-0.903047943551379
0,-0.902739620196143
0,-0.902430832417597
0,-0.9021215803746
0,-0.901811864226251
0,-0.901501684131884
0,-0.901191040251076
0,-0.90087993274364
0,-0.900568361769629
0,-0.900256327489334
0,-0.899943830063282
0,-0.899630869652243
0,-0.899317446417222
0.00275089188776023,-0.899003560519461
0.0965430092689008,-0.898689212120444
0.222938498474661,-0.898374401381889
0.327552783075768,-0.898059128465754
0.401446714887618,-0.897743393534234
0.435459942525007,-0.897427196749762
0.424340297880981,-0.89711053827501
0.369914048621325,-0.896793418272884
0.279863445113879,-0.89647583690653
0.163577175225928,-0.896157794339332
0.0354026747203491,-0.895839290734909
0,-0.895520326257119
0,-0.895200901070056
0,-0.894881015338051
0,-0.894560669225674
0,-0.894239862897728
0,-0.893918596519257
0,-0.893596870255539
0,-0.893274684272088
0,-0.892952038734658
0,-0.892628933809235
0,-0.892305369662045
0,-0.891981346459549
0,-0.891656864368442
0.00309147379414734,-0.891331923555659
0.0984122441866642,-0.891006524188368
0.225154773709584,-0.890680666433974
0.330173393512708,-0.890354350460118
0.404393685444507,-0.890027576434677
0.438686435797898,-0.889700344525762
0.427673908999191,-0.889372654901721
0.373155399688574,-0.889044507731137
0.282882684329405,-0.88871590318283
0.166451416904725,-0.888386841425852
0.0373443606407659,-0.888057322629493
0,-0.887727346963277
0,-0.887396914596964
0,-0.887066025700546
0,-0.886734680444255
0,-0.886402878998552
0,-0.886070621534138
0,-0.885737908221945
0,-0.88540473923314
0,-0.885071114739126
0,-0.884737034911539
0,-0.88440249992225
0,-0.884067509943364
0,-0.883732065147219
0.00348989510165339,-0.883396165706388
0.100351246596448,-0.883059811793679
0.227406129160794,-0.882723003582132
0.332822738502466,-0.882385741245021
0.407445857047086,-0.882048024955854
0.441993614922368,-0.881709854888372
0.431063421715887,-0.881371231216551
0.376488258234524,-0.881032154114599
0.286028165461931,-0.880692623756957
0.169296480963158,-0.8803526403183
0.0393021575396474,-0.880012203973536
0,-0.879671314897805
0,-0.879329973266483
0,-0.878988179255174
0,-0.878645933039718
0,-0.878303234796188
0,-0.877960084700888
0,-0.877616482930355
0,-0.877272429661357
0,-0.876927925070898
0,-0.876582969336209
0,-0.876237562634759
0,-0.875891705144243
0,-0.875545397042592
0.00389742041851352,-0.875198638507969
0.102388640518092,-0.874851429718765
0.229789587178769,-0.874503770853606
0.335579194759902,-0.874155662091349
0.410565297114368,-0.873807103611081
0.445372603816207,-0.873458095592122
0.434529415402626,-0.873108638214023
0.3798387707133,-0.872758731656565
0.289166719512815,-0.872408376099761
0.172195872098739,-0.872057571723855
0.0413444444255603,-0.871706318709322
0,-0.871354617236867
0,-0.871002467487427
0,-0.870649869642169
0,-0.87029682388249
0,-0.869943330390018
0,-0.869589389346611
0,-0.869235000934358
0,-0.868880165335577
0,-0.868524882732816
0,-0.868169153308856
0,-0.867812977246703
0,-0.867456354729597
0,-0.867099285941005
0.00438291425116333,-0.866741771064625
0.10454704016976,-0.866383810284384
0.232225984846489,-0.866025403784439
0.338395016280438,-0.865666551749174
0.413750928012918,-0.865307254363206
0.448822369218148,-0.864947511811378
0.438039005001012,-0.864587324278764
0.383205611370011,-0.864226691950664
0.29234774070188,-0.863865615012611
0.175148753304341,-0.863504093650364
0.0434728961240807,-0.863142128049911
0,-0.862779718397469
0,-0.862416864879483
0,-0.862053567682627
0,-0.861689826993802
0,-0.861325643000138
0,-0.860961015888994
0,-0.860595945847956
0,-0.860230433064837
0,-0.859864477727679
0,-0.859498080024752
0,-0.859131240144551
0,-0.858763958275803
0,-0.858396234607458
0.00488125773474623,-0.858028069328696
0.106738546279744,-0.857659462628922
0.234793455135076,-0.857290414697771
0.341330985756301,-0.856920925725102
0.417039621816318,-0.856550995901004
0.452350489907022,-0.856180625415789
0.441634586507658,-0.855809814459998
0.386686971380617,-0.8554385632244
0.295550764732613,-0.855066871899987
0.178069167942344,-0.854694740677981
0.0456139395806119,-0.854322169749827
0,-0.853949159307199
0,-0.853575709541995
0,-0.85320182064634
0,-0.852827492812586
0,-0.852452726233308
0,-0.852077521101309
0,-0.851701877609618
0,-0.851325795951487
0,-0.850949276320396
0,-0.850572318910048
0,-0.850194923914374
0,-0.849817091527528
0,-0.849438821943889
0.00544570288045373,-0.849060115358062
0.109029410063459,-0.848680971964876
0.237412328424403,-0.848301391959386
0.344324638868153,-0.84792137553687
0.42039272936281,-0.847540922892831
0.455940462816857,-0.847160034222997
0.445276175525806,-0.84677870972332
0.390182363285713,-0.846396949589976
0.29879397167119,-0.846014754019365
0.181040996256635,-0.845632123208111
0.0478408370276015,-0.845249057353063
0,-0.844865556651293
0,-0.844481621300096
0,-0.844097251496992
0,-0.843712447439724
0,-0.843327209326258
0,-0.842941537354783
0,-0.842555431723712
0,-0.842168892631681
0,-0.841781920277549
0,-0.841394514860398
0,-0.841006676579532
0,-0.840618405634478
0,-0.840229702224987
0.00605551427889677,-0.83984056655103
0.111366240569895,-0.839450998812802
0.240081575630904,-0.83906099921072
0.347374855893859,-0.838670567945424
0.42380911960493,-0.838279705217774
0.459611698210967,-0.837888411228854
0.448962582849754,-0.837496686179969
0.393706912568752,-0.837104530272646
0.302093377211342,-0.836711943708632
0.184063329509414,-0.836318926689899
0.0501550460651892,-0.835925479418637
0,-0.83553160209726
0,-0.835137294928401
0,-0.834742558114916
0,-0.83434739185988
0,-0.833951796366593
0,-0.83355577183857
0,-0.833159318479551
0,-0.832762436493495
0,-0.832365126084583
0,-0.831967387457214
0,-0.831569220816008
0,-0.831170626365808
0,-0.830771604311673
0.00673754617836252,-0.830372154858884
0.113839537431834,-0.829972278212943
0.242880001573896,-0.829571974579569
0.350540513973385,-0.829171244164703
0.427287640183287,-0.828770087174504
0.463342945035606,-0.828368503815351
0.452737901606204,-0.827966494293845
0.397309724298246,-0.8275640588168
0.305376788766398,-0.827161197591256
0.18704960100009,-0.826757910824467
0.0524775362529405,-0.826354198723909
0,-0.825950061497276
0,-0.825545499352479
0,-0.82514051249765
0,-0.824735101141137
0,-0.82432926549151
0,-0.823923005757554
0,-0.823516322148274
0,-0.823109214872891
0,-0.822701684140847
0,-0.822293730161799
0,-0.821885353145624
0,-0.821476553302414
0,-0.821067330842482
0.00746780647962584,-0.820657685976355
0.116357389844929,-0.82024761891478
0.245727176764509,-0.81983712986872
0.353716315544844,-0.819426219049354
0.430865949050167,-0.81901488666808
0.467148566844178,-0.818603132936512
0.456555728664334,-0.81819095806648
0.400939186065356,-0.817778362270033
0.30871391268626,-0.817365345759433
0.190084126050841,-0.816951908747162
0.0548865292799133,-0.816538051445916
0,-0.816123774068608
0,-0.815709076828368
0,-0.81529395993854
0,-0.814878423612685
0,-0.81446246806458
0,-0.814046093508218
0,-0.813629300157806
0,-0.813212088227768
0,-0.812794457932744
0,-0.812376409487585
0,-0.811957943107363
0,-0.811539059007361
0,-0.811119757403078
0.00824791994963823,-0.810700038510228
0.118918874482458,-0.81027990254474
0.248622027309848,-0.809859349722756
0.35704287329758,-0.809438380260635
0.4345434861551,-0.809016994374947
0.471027669401492,-0.80859519228248
0.460414728826467,-0.808172974200234
0.404611974082664,-0.807750340345422
0.312103663366444,-0.807327290935473
0.19316592836706,-0.806903826188028
0.0573836091414165,-0.806479946320945
0,-0.806055651552291
0,-0.805630942100349
0,-0.805205818183615
0,-0.804780280020799
0,-0.804354327830823
0,-0.803927961832821
0,-0.803501182246143
0,-0.803073989290349
0,-0.802646383185213
0,-0.802218364150721
0,-0.801789932407072
0,-0.801361088174677
0,-0.800931831674158
0.0090810940229012,-0.800502163126351
0.121523051861675,-0.800072082752303
0.251563461356761,-0.799641590773274
0.360371981609604,-0.799210687410734
0.438241216147689,-0.798779372886365
0.474961351105013,-0.798347647422062
0.464359303073583,-0.79791551123993
0.408323144673656,-0.797482964562286
0.315473131229915,-0.797050007611658
0.196207784463655,-0.796616640610785
0.0598870430326336,-0.796182863782616
0,-0.795748677350312
0,-0.795314081537246
0,-0.794879076566998
0,-0.794443662663362
0,-0.794007840050341
0,-0.793571608952147
0,-0.793134969593205
0,-0.792697922198147
0,-0.792260466991818
0,-0.79182260419927
0,-0.791384334045765
0,-0.790945656756777
0,-0.790506572557988
0.00999969477852968,-0.790067081675287
0.124261154516704,-0.789627184334777
0.254631191971761,-0.789186880762766
0.363815978019909,-0.788746171185773
0.442036170466405,-0.788305055830525
0.478966314218786,-0.787863534923959
0.468342554970052,-0.787421608693219
0.412074928091148,-0.786979277365659
0.318892546171051,-0.78653654116884
0.199294502226746,-0.786093400330533
0.0624774199691357,-0.785649855078714
0,-0.785205905641572
0,-0.784761552247499
0,-0.784316795125099
0,-0.78387163450318
0,-0.783426070610759
0,-0.782980103677063
0,-0.782533733931522
0,-0.782086961603776
0,-0.781639786923672
0,-0.781192210121262
0,-0.780744231426808
0,-0.780295851070775
0,-0.779847069283839
0.0110152150343628,-0.779397886296879
0.127132804924551,-0.778948302340982
0.257824823210194,-0.77849831764744
0.367374409678638,-0.778047932447754
0.445927721937561,-0.777597146973627
0.483041559183887,-0.777145961456971
0.47238443963472,-0.776694376129903
0.415881784384953,-0.776242391224745
0.322360751908814,-0.775790006974025
0.202425042521816,-0.775337223610478
0.0651557314565745,-0.774884041367041
0,-0.774430460476859
0,-0.773976481173281
0,-0.773522103689861
0,-0.773067328260359
0,-0.772612155118737
0,-0.772156584499164
0,-0.771700616636014
0,-0.771244251763862
0,-0.770787490117492
0,-0.770330331931887
0,-0.769872777442238
0,-0.769414826883938
0,-0.768956480492584
0.0120541709228072,-0.768497738503978
0.129952461711151,-0.768038601154122
0.260981353776944,-0.767579068679226
0.370918488245437,-0.767119141315701
0.449835576665072,-0.766658819300159
0.487167708293082,-0.766198102869419
0.476465520611122,-0.765736992260501
0.419691067003876,-0.765275487710627
0.325804055405625,-0.764813589457224
0.205511481946883,-0.764351297737919
0.0678300988046785,-0.763888612790543
0,-0.763425534853128
0,-0.76296206416391
0,-0.762498200961326
0,-0.762033945484014
0,-0.761569297970816
0,-0.761104258660775
0,-0.760638827793133
0,-0.760173005607337
0,-0.759706792343033
0,-0.75924018824007
0,-0.758773193538496
0,-0.758305808478563
0,-0.757838033300719
0.0131946068901623,-0.757369868245618
0.132904083999216,-0.75690131355411
0.264261989529466,-0.756432369467249
0.374575038218558,-0.755963036226289
0.453837918415525,-0.75549331407268
0.491361800215451,-0.755023203248078
0.480602556441635,-0.754552703994335
0.423552508279574,-0.754081816553504
0.329293286155588,-0.753610541167838
0.208639176128609,-0.753138878079789
0.0705905328662184,-0.752666827532008
0,-0.752194389767348
0,-0.751721565028858
0,-0.751248353559787
0,-0.750774755603584
0,-0.750300771403896
